chunk_id,doc_id,doc_type,chunk_idx,text,word_count,role
C1485_c1,C1485,case,1,"money in cash or grain to make up the account. (5) Veer Singh Gautam after returning from his house left Reona for Daheli. (6) Veer Singh Gautam left Rathgaaon on 13.8.1979 on a truck going towards Nauranga and got down from that truck when he reached near the culvert of village Daheli. (7) The deceased was seen going iun the company of accused Shyam Behari and Udai Narain towards their house on the outskirts of village Daheli. (8) (Deceased) Veer Singh Gautam was last seen at about 10.30 P.M. on 13.8.1979 in the company of all the four accused at the door of the house of accused Shyam Behari and Udai Narain and that all of them including the accused went up stairs. (9) Shrieks were heard in the night rom the upper story of the house of accused Udai Narain and Shyam Behari. (10) All the four accused were seen moving towards village Daheli at about 2 1.m. in the night of 13/14-8-1979 and accused Munni Lal was carrying a gunny bag on his head and in enquiry by Ram Asrey (PW3) he told that they were carrying manure for their field. (11) The recovery of the dead body of (deceased) Veer Singh Gautam was made on 23.8.1979 on the pointing out of appellant Shyam Behari. 5. The trial court held that the circumstances 1,3,8 and 11 were proved and presented a complete chain of circumstances which established the guilt of the accused. The High Court found that circumstances 8 and 11 have not been established by cogent evidence. So far as the alleged last scene is concerned, the High Court found that the circumstances of last scene together do not by itself necessarily lead to the inference that it was the accused who committed the crime. There must be something more establishing connectivity between the accused and the crime. There must be cases where on account of close proximity of place and time between the event of accused having been last seen with the accused and the factum of death a rational mind may be persuaded to reach an irresistible conclusion that either the accused should explain how and in what circumstances the victim suffered the death or should own the liability for the homicide. 6. This Court in Bodhraj @ Bodha and others v. State of Jammu and Kashmir, 2002 (8) SCC 45 2002 Indlaw SC 1786 held as follows: ""The last seen theory comes into play where the time-gap between the point of time when the accused and the deceased were last seen alive and when the deceased is found dead is so small that possibility of any person other than the accused being the author of the crime becomes impossible. It would be difficult to some cases, to positively establish that the deceased was last seen with the accused when there is a long gap and possibility of other person coming in between exists. In the absence of any other positive evidence to conclude that the accused and the deceased were last seen together, it would be",512,RLC
C1486_c3,C1486,case,3,"authority. Sd/- AGM (MM) 15.1.2011 O/o CGM, WTP, Mumbai-54"" 9. Aggrieved by the above order the appellant once again approached the High Court in W.P. No. 2289 of 2011 which was heard and dismissed by a Division Bench of the High Court in terms of the order impugned in this appeal. The High Court was of the opinion that reconciliation of the account had proved that the appellant had received payment twice over for the supplies made by it and that merely because the excess payment received had been subsequently refunded by the appellant did not obliterate the act of misconduct and fraud. The High Court observed: ""In the order impugned, the Authority has stated that on the reconciliation of the account, it was found as a fact that the Petitioner has received payment twice for the supply of the same material, because the supply was ongoing and the amount was found to be payable to the Petitioner, that was paid to him. Mere payment of the amount does not wipe out the fact that the Petitioner had submitted the Bills claiming double payment. In our opinion, in view of this finding, no interference is called for in the order impugned. The Petition is rejected. No costs."" 10. The present appeal calls in question the correctness of the above order of the High Court as noticed earlier. 11. Appearing for the appellant-company, Mr. Mukul Rohatgi, strenuously argued that debarring the appellant permanently and for all times to come was wholly arbitrary and unjustified. It was contended that the blacklisting order had serious civil consequences for the person blacklisted making it obligatory for the Authority passing the order to act fairly and reasonably. Inasmuch as respondent-BSNL had blacklisted the appellant permanently, the decision was neither fair nor reasonable. Paras 31 and 32 of the bid document also, according to the learned counsel, provides for blacklisting only for a ""suitable period"". This implies that blacklisting had to be for a definite period and not for all times to come. Since the products manufactured by the appellant were mostly, if not entirely, supplied for consumption to the respondent-BSNL, any order permanently blacklisting the appellant from entering into contracts making supplies was tantamount to rendering the appellant jobless and economically defunct. No such order of blacklisting could, therefore, be sustained as the punishment implicit in such an order was totally disproportionate to the gravity of the offence allegedly committed by the appellant. 12. On behalf of the respondent-BSNL, it was argued by Mr. Bansal that the blacklisting order under challenge was not relatable to the bid document. The order simply declared the petitioner-company ineligible for allotment of any contract in future in terms of the tender document, the relevant portion wherefore reads as under: "" Disqualification Clause: The supplier/ Manufacturers in the following category are not eligible to bid in the said tender. i .... ii. Firms against whom investigation cases are registered with the CBI or other statutory investigations agencies of State/Central Govt. iii ...."" 13. It was further contended by the learned counsel that",512,RLC
C149_c4,C149,case,4,"that the transfer of Rs. 82,000/- from the Life Fund to the General Department under the resolution of January 6, 1956, was illegal. being contrary to and in contravention of the Insurance Act and as such was inoperative, bad in law and not binding on the petitioner. It was further contended that the said transfer was without consideration and was not reasonably necessary for the purpose of the controlled business of the company and/or was made with unreasonable lack of prudence on the part of the company, regard being had to the circumstances at the time. It was therefore that it prayed inter alia for a decree against the respondents for a sum of Rs. 82,000/- with interest. It impleaded the company as respondent No. 9, the appellants in C.A. 676 of 1962 as respondents Nos. 1 and 4 and the appellant in C.A. 677 of 1962 as respondent No. 2. Ghanshyamdas and Damji Valji were also parties to the resolution dated February 7. 1956. Other directors who were parties to the resolution of January 6 were also impleaded. 14. The aforesaid three directors, the appellants before us, contested the claim of the Corporation and justified the transfer of Rs. 82,000/- to the General Department from the Life Fund on the ground that the amount had been lent by the General Department to the Life Department and had been paid back to the General Department by transfer from the Life Fund when the LifE Fund showed surplus, according to the report of the Actuary dated July 25, 1955. It was also contended before the Tribunal that the petition could not be proceeded with without the leave of the Bombay High Court in view of s. 446 of the Indian Companies Act and that the petition was also not maintainable by reason of s. 44 of the LIC Act. Several other grounds were also taken before the Tribunal. We are not now concerned with them. 15. The Tribunal held that the amounts of Rs. 1,10,000/- and Rs. 30,000/- were not advanced to the Life Department as loans and that the transfer of Rs. 82.000/- was not out of the valuation surplus and that therefore the transfer of this amount could not be said to be for consideration and necessary or reasonably necessary for the purpose of the controlled business of the company or even a prudent transaction having regard to the interest of the life policy holders. It held that no leave of the Bombay High Court was necessary for proceeding with the petition and that the petition was maintainable and that s. 44 of the LIC Act did not bar the applicability of the provisions of the Act to the respondent company. It therefore decreed the suit and ordered the company and the directors, respondents 1 to 4, to pay to. the Corporation jointly and severally a sum of Rs. 82,000/- together with interest thereon at 6 per cent per annum from September 1, 1956 till full payment. It is against this decree that C.A. 676 of 1962 has been filed, by",512,RLC
C1509_c4,C1509,case,4,"respondents in the post of Compounder/ Dresser w.e.f. 6.6.1987 and direct the respondents to pay the petitioner all the benefits accruing by virtue of his permanency including fitment with annual increments in the appropriate grade with retrospective effect . 16. The High Court observed that the writ petitioner was working as Compounder/Dresser right from 1984. It was not disputed that there was requirement of Compounder/Dresser at the Refinery which was working all throughout seven days in a week. It also noted the observation of the Tribunal in earlier Award that if the policy decision was breached in the appointment of the workman, the appointment could not be said to be illegal or prohibited by law. Such appointment would be merely irregular but not illegal. 17. In our opinion, the High Court was in clear error in equating reinstatement of employee in service in earlier proceedings with confirmation and granting status of permanency. Continuation in or regularization of service of an employee and extending the benefit of confirmation or making him permanent are two different concepts. Before more than four decades, in State of Mysore & Anr. v. S.V. Narayanappa, (1967) 1 SCR 128 1966 Indlaw SC 70, setting aside the order passed by the High Court of Mysore, this Court observed that the High Court erroneously proceeded on an assumption that regularisation meant permanence . The Court stated that regularization would not mean that the appointment would have to be considered as permanent. 18. Again, in B.N. Nagarajan & Ors. v. State of Karnataka & Ors., (1979) 4 SCC 507 1979 Indlaw SC 600, orders were passed by the State Government promoting certain officers as Assistant Engineers on a regular basis . It was argued that the regularization of the promotion gave it the colour of permanence and the appointments of the promotees as Assistant Engineers must, therefore, be deemed to have been made substantively. The Court held that the words regular or regularisation do not connote permanence. They are terms calculated to condone any procedural irregularities and are meant to cure only such defects as are attributable to the methodology followed in making the appointments and cannot be construed so as to convey an idea of the nature of tenure of appointments. 19. In the case on hand, according to the appellant-Corporation, the workman was appointed on a purely ad hoc and temporary basis, without following due process of law. His name was never sponsored by the Employment Exchange nor an advertisement was issued for the purpose of filling the post to which the writ petitioner was appointed. Cases of other similarly situated persons were not considered and the appointment was not legal and lawful. In industrial adjudication, an order of termination was quashed as it was not in accordance with law. But that did not mean that the workman had substantive right to hold the post. The High Court was, therefore, wrong in directing the Corporation to make the writ petitioner permanent and to extend him all benefits on that basis from 1992. The said direction, therefore, has to go.",512,RLC
C1535_c2,C1535,case,2,"injuries and PW 2 received blunt weapon injuries. PW 5 gave a report at the police station on the same day. The case was registered and the investigation was taken up. Inquests were field over the dead bodies and the same were sent for postmortem. The doctor, who conducted the postmortem on all the three dead bodies, found gunshot as well as punctured Wounds which could have been caused by sharp-edged weapons. On PW 1, the doctor found two gunshot injuries and on PW 2 the doctor found two contusions and three lacerated Wounds which could be caused by blunt weapon. All the accused pleaded not guilty. However, Shiv Vir Singh and Hanumant Singh and some other accused persons set up counter version and pleaded that on the day of occurrence at about 9 a.m. when these accused persons were sitting on the Gonda of Shiv Vir Singh, accused in Village Badera, the deceased persons and others came there armed with lathis, ballams and country-made pistols and attacked them and that Mahesh Singh, deceased fired from his country- made pistol and they continued to advance. Shiv Vir Singh, accused fired in self-defence and that they also went to the police station to lodge a complaint. It may be mentioned at this stage that DW 1 Dr Mittal examined the accused Hanumant Singh, Brij Mohan, Ramesh Singh, Vidya Ram and Yadhunath Singh and found some abrasions, contusions and lacerated wounds on them. 4. The High Court observed that the eyewitnesses have not furnished any explanation regarding the injuries found on the accused persons and that they also received the injuries during the same incident in which the deceased persons also received fatal injuries and that the finding of the trial court that the accused might have received injuries elsewhere or the same might have been self-inflicted, is wholly untenable. Then the High Court proceeded to state that as the injuries on the accused have not been explained by the eyewitnesses the version given by them cannot implicitly be believed and that the accused acted only in exercise of self-defence and were entitled to the benefit of the section, cannot be ruled out. 5. We have gone through the evidence of PWs 1, 2, 3 and 5 particularly that of PWs 1 and 2, the injured witnesses whose presence at the scene of occurrence cannot be doubted. Merely on the ground that the prosecution witnesses have not explained the injuries on the accused, the High Court ought not to have rejected their evidence outright. At any rate the High Court having observed that the accused might have acted in exercise of right of self-defence, ought to have proceeded to consider whether they have exceeded the same. In a case of this nature where a large number of persons are injured and three persons are killed, the court should always consider the individual acts in examining whether they have exceeded the right of self defence. The injuries on the accused persons are not very serious and many of them are simple injuries and all of",512,RLC
C1550_c6,C1550,case,6,"over a copy of express FIR to PW-13, Circle Inspector of Police, at village Uddandayunipalem at 00.15 hours on the intervening night of 18/19.07.1996 and then constable PC No.1293 might have been deputed to deliver the FIR (Ex. P5) to the Magistrate at Mangalagiri. The trial court in its judgment observed that keeping in view the serious and tense situation in the village because of the murder of three persons on the same evening, the entire staff of Police Station was deputed to maintain law and order problem there. Out of the victims, one was the son of A-6, ex-Sarpanch of the village, whereas deceased No.1 was the sitting Sarpanch of the same village. Taking these circumstances into consideration, the trial court held that there was no delay in lodging the FIR with the police and delay in sending a copy of the FIR to the Magistrate was a result of shortage of police personnel who could not be deputed to deliver the same to the Magistrate during the night of 18.07.1996 or in the early hours of 19.07.1996. The High Court has re-examined the evidence on record and held that the delay in sending FIR to the Magistrate was not deliberate or intentional, but because of some technical errors committed by the Investigating Officer during the course of investigation of the case which could not be found fatal to the case of the prosecution, especially when the Investigation Officer was not cross-examined on this point. 17. Mr. Patwalia, in support of the submission that the FIR (Ex. P5) was anti-timed and anti-dated and delay of 16 hours in sending the FIR to the Magistrate would cast a serious doubt of its correctness, has relied upon the decisions of this Court in Thulia Kali v. The State of Tamil Nadu [(1972) 3 SCC 393 1972 Indlaw SC 114]; Arjun Marik & Ors. v. State of Bihar [(1994) Supp. (2) SCC 372 1994 Indlaw SC 1936]; Meharaj Singh (L/Nk.) v. State of U. P. [(1994) 5 SCC 188 1994 Indlaw SC 450]; Thanedar Singh v. State of M. P. [(2002) 1 SCC 487 2001 Indlaw SC 135 ] and Kunju Muhammed Alias Khumani & Anr. v. State of Kerala [(2004) 9 SCC 193 2003 Indlaw SC 594]. 18. It is not in dispute that this Court in series of judgments has repeatedly and consistently emphasized that First Information Report in a criminal case is an extremely vital and valuable piece of evidence for the purpose of corroborating the oral evidence adduced at the time of trial. The importance of the report can hardly be over- estimated from the standpoint of the accused. The object of insisting upon prompt lodging of the report to the police in respect of commission of an offence is to obtain early information regarding the circumstances in which the crime was committed, the names of the actual culprits and the part played by them as well as the names of the eye-witnesses present at the scene of occurrence and requirement of sending the FIR to the Magistrate forthwith is",512,RLC
C1592_c0,C1592,case,0,"Union of India v Nanak Singh Supreme Court of India 31 January 1968 C.A. No. 280 of 1967 The Judgment was delivered by : J. C. Shah, J. 1. Nanak Singh respondent in this appeal held in August 1957 the post of Field Inspector in the Office of the Custodian, Evacuee Property, Delhi, as a temporary employee. By order dated January 10, 1958, K. S. Kane, Additional Settlement Commissioner who was also holding the office of Additional Custodian terminated the employment of the respondent after giving him one month's salary in lieu of notice. The order of Mr. Kane was confirmed in appeal. 2. Nanak Singh then moved the High Court of Punjab by a peti tion under Art. 226 of the Constitution for an order declaring that the determination of his employment was ""void, illegal and unconstitutional"" on two grounds (1) that the order terminating the employment amounted to imposing punishment and could not be made without affording opportunity to the employee to show cause against the action proposed to be taken in regard to him; and (2) that Mr. Kane was not competent under r. 5 of the Central Civil Services (Temporary Services) Rules, 1949 to terminate his employment. Gurdev Singh, J., upheld both the grounds and granted the petition. The High Court of punjab in appeal reversed that order and directed that the petition be dis missed. The High Court observed that by the order determining the employment of Nanak Singh no punishment was imposed. In dealing with the authority of Mr. Kane to terminate the employment of Nanak Singh the High Court observed : ""In the second place it was urged that the Officer who had passed the order of dismissal was not competent to do so. The second point is not before us because arguments have been advanced mainly on the first point and on a decision of this point the appeal can be dis posed of."" 3. A petition preferred to this Court against the order of the High Court for leave to appeal under Art. 136 of the Constitution was rejected. 4. Nanak Singh thereafter instituted suit No. 218 of 1963 in the Court of the Senior Sub Judge, Delhi, for a declaration that the order terminating his employment was made by an authority lower than the authority competent to pass that order, and that the order was ""wanting in bona fides"" and was on that account ""illegal, null and void"", and for an order declaring him entitled to be treated as continuing in employment and on duty and entitled to all the benefits of service as if he had not been removed from employment. This suit was dismissed by the Court of First Instance. In appeal, the Additional District Judge, Delhi, reversed the decree passed by the Court of First Instance, and declared that the order of Mr. Kane dated January 10, 1958, terminating the employ ment of Nanak Singh was void and inoperative, and that Nanak Singh was entitled to be treated as in service and on duty since the date of the",512,RLC
C1599_c0,C1599,case,0,"Secretary, Ministry of Chemicals & Fertilizers v Messrs Cipla Limited and Others Supreme Court of India 1 August 2003 Appeal (Civil) 3375-3384 of 2002 The Judgment was delivered by: P. Venkatarama Reddi, J. 1.These appeals by special leave preferred by the Union of India are directed against the common judgment of the Bombay High Court in a batch of writ petitions filed u/art. 226 of the Constitution by the manufacturers/importers of certain bulk drugs and their formulations. The bulk drugs concerned are seven in number. They are: Salbutamol, Theophylline, Cyproflaxacin, Norfloxacin, Cloxacillin, Doxycycline and Glipizide. These bulk drugs and the formulations made out of them are sold within the country and part of the quantities produced are also exported outside the country. The challenge is to the inclusion of the said bulk drugs in the first schedule to the Drugs (Price Control) Order, 1995 (hereinafter referred to as 'the DPCO'). Though the fixation of price pursuant to the provisions of the said Order was also challenged in some of the writ petitions, that issue was not gone into by the High Court and at any rate, the mechanics of price fixation is not the contentious issue before us. However, it may be noted that the remedy by way of review is available under paragraph 22 of the DPCO to seek reconsideration of price fixation. The immediate provocation for filing the writ petitions in the High Court seems to be the notices issued by the National Pharmaceutical Pricing Authority, calling upon some of the Respondent-Companies to deposit the overcharged amounts in relation to the formulations of scheduled drugs. 2. The High Court held that the concerned drugs should not have been brought within the purview of the DPCO, 1995 and consequently, there could be no fixation of price in relation to those drugs. The notices demanding overcharged amounts were quashed. The writ petitions were thus allowed by the Division Bench of High Court. 3. The DPCO, 1995 which came into force on 6th January, 1995, was promulgated by the Central Government in exercise of the powers conferred by S. 3 of the Essential Commodities Act. It repealed the earlier DPCO of 1987, under which more number of drugs were subjected to price control. 'Drug' as defined in Drugs & Cosmetics Act is one of the essential commodities. 4. According to S. 2(a) of DPCO, 'Bulk Drug' means any pharmaceutical, chemical, biological or plant product including its salts, esters, stereo-isomers and derivatives, conforming to pharmacopoeia or other standards specified in the Second Schedule to the Drugs and Cosmetics Act, 1940 and which is used as such or as an ingredient in any formulation. 'Formulation' is defined to mean a medicine processed out of, or containing one or more bulk drug or drugs with or without the use of any pharmaceutical aids, for internal or external use in the diagnosis, treatment, mitigation or prevention of disease in human beings or animals. 5. Paragraph 3 of DPCO empowers the Central Government to fix, from time to time, a maximum sale price at which the bulk drug",512,RLC
C1599_c6,C1599,case,6,"of landed cost of total imports into the country, as the basis for viewing the price scenario from different points of view"". It is then stated - ""In the further respectful submission of the petitioner the intent behind using the said word (turnover) has been to determine the extent of usage of a bulk drug in the country. This was the measure adopted by the expert group in case of each bulk drug by taking into account the aggregate of its total imports into the country and its total indigenous production in the country. This has been the connotation of the word 'turnover' at various levels throughout the deliberations and in implementation of the policy through DPCO 1995 and was never confined to the narrow connotation of the word 'sales turnover' "". In short, it is submitted that the value of total production plus imports of the bulk drug in the country determines the annual turnover for the purpose of cls. (i) & (ii) of para 22.7.2. As a corollary to this stand, the contention advanced on behalf of the Union of India is that export sales could also be taken into account in arriving at the annual turnover. According to the respondents (writ petitioners), the annual turnover could only mean sales of bulk drug within the country either in the same form or by way of formulations and it has nothing to do with export sales. The entirety of production and imports cannot be regarded as turnover. It is submitted by the respondents that the bulk drugs are sold mostly in the form of formulations and the quantities of bulk drugs utilized in such formulations are given in ORG data. From this, the bulk drug turnover can be easily ascertained. The sales of the bulk drugs as such to the institutions etc., will be negligible i.e., about 15%, as per the certificate issued by ORG in one of the cases. It is, therefore, commented that the contention that the ORG data does not afford the basis for ascertaining the annual turnover of the bulk drug, is untenable. 15. The High Court, substantially agreeing with the contentions of the respondents writ petitioners held that the expression 'turnover' occurring in Drugs Policy can only mean domestic sales figures and nothing else. Export sales cannot be included within the ambit of turnover. The High Court observed that the concepts of 'turnover' and 'market share' are interrelated and inter-dependent. The expression 'turnover', if interpreted in a contextual and purposive manner, would not include exports. The extent of usage of the bulk drug in the country would be determinative of turnover. By taking the export sale figures and the value of entire production of bulk drugs into account, the Central Government had acted contrary to its own guidelines contained in Drug Policy, 1994. The High Court then proceeded to discuss whether each of the drugs concerned could be brought within the purview of DCPO, 1995 and answered that question in favour of the writ petitioners. 16. Before proceeding further, we may notice that the National Pharmaceutical",512,RLC
C1599_c10,C1599,case,10,"control by the application of such criteria, the discretion is still left to the Government to include the drug in the Schedule for good reasons. This argument cannot be countenanced for the simple reason that it is not the case of the Government that for any particular reason or reasons, the bulk drug concerned was brought within the purview of price control, though the drug qualifies for exclusion u/cl. (iii). Even assuming that the discretion is available in terms of the policy, the factum of exercising such discretion for relevant reasons should be disclosed. In the absence of such disclosure, the Court must proceed on the basis that the Government stood by the criteria and saw no need to deviate there from. 23. Now it is necessary to advert to the nature of the claim made by the writ petitioners in relation to each of the bulk drugs, the stand taken by the Union of India and the conclusions of the High Court. a) Salbutamol: According to the writ petitioner-Company, the annual turnover for the year ending March, 1990 was Rs.171.17 lacs based on the ORG data. The sales of formulations in domestic market has been taken as the basis to calculate the consumption. It is then multiplied by the notified price prevalent during the relevant period. It is the further case of the writ petitioner that there were as many as 24 formulators including the petitioner, none of whom had the market share of more than 40%. Admittedly, there were more than five bulk drug producers. The writ petitioner-Company, therefore, claimed the benefit of exclusion both under cl. (i) and (iii) of para 22.7.2 of the Drug Policy, 1994. The Government of India took the stand that the bulk drug turnover was Rs.11.50 crores based on the value of domestic production and imports. Moreover, there were only seven known formulators of the bulk drug. Therefore, it is contended that the drug Salbutamol does not qualify for exclusion either under cl. (i) or (iii). The High Court accepted the claim of the petitioner-Company on the ground that in the counter-affidavit filed by the Union of India, there was only a bald denial and the details given by the writ petitioners were not controverted. b) Theophylline: The writ petitioners claimed exclusion u/cl. (iii). The names of six bulk drug producers and 31 formulators were given in the writ petition. In the counter-affidavit, it was merely stated that there were less than five known manufacturers of bulk drug and less than 10 known formulators of the bulk drug and therefore the drug Theophylline did not qualify for exclusion u/cl. (iii). The High Court observed that the particulars furnished by the petitioner were not effectively controverted, there being only a bald denial. It was therefore held that the drug ought not to have been brought under price control. As per the statement furnished by the learned Solicitor General at the time of hearing, the fact that there were more than five bulk drug producers, was accepted but the number of formulators was given as seven.",512,RLC
C1610_c7,C1610,case,7,"by her in its favour did subsist thereafter in the eye of law. Having propounded thus, the High Court observed that because of the non-removal of the fixtures, machineries and apparatus etc. from the land by the Corporation and because of its unlawful stand precipitating the litigation before it, the respondent was sought to be denied the benefit of the use of land in question for which she was permitted, by the interim order dated 17.12.1998, to continue with the dealership till the auction was held and finalized. Taking note of the fact that no auction had taken place and that the respondent had been permitted to run the retail outlet since 1998, the High Court provided that fresh dealership be awarded to her under the new Policy dated 12.02.2004 of the Corporation, which contemplated such allotments to land owners and their nominees from within the family, directly as well as through advertisement for locations outside government approved marketing plans. The High Court did also record that the entitlement of the respondent was also cognizable in view of the fact that she had been running the present retail outlet without any complaint for a long period. To reiterate, the High Court thus directed the Corporation to award fresh dealership under the said policy by converting the earlier dealership thereunder within one month and also further restrained it from interfering with the respondent's possession over the petrol pump premises in question. This determination is the subject matter of scrutiny in the present appeal. 19. Mr. Rao has insistently argued that the dealership of the respondent having been cancelled by the ruling dated 29.08.1997 of the Delhi High Court which had attained finality, no direction for fresh dealership to her under any circumstances could have been made and thus the same being patently erroneous, the impugned judgment and order is liable to be set aside. According to the learned counsel, the advertisement dated 05.10.1998 and the corrigendum dated 13.10.1998, if cumulatively read, are in meticulous compliance of the directions to that effect as contained in the judgment and order dated 29.08.1997 and thus the Corporation ought to have been permitted to undertake the process to its logical end. The learned counsel for the Corporation when confronted with the omissions in the advertisement and absence of materials on record to authenticate that the exercise required to be undertaken by the Corporation for identifying a location in the proximity of the existing location was pursued, had no convincing explanation therefor. 20. Controverting the above, the learned counsel for the respondent emphatically urged that in the attendant facts and circumstances, though the judgment and order dated 29.08.1997 of the Delhi High Court had attained finality, the operative direction to the Corporation to convert the existing dealership into a new dealership under the policy dated 12.02.2004 is unassailable and therefore no interference in this appeal is called for. While imputing that, the Corporation though required in cases of dealership under category 'A', to provide the whole infrastructure including the land, in the case of the respondent, she was",512,RLC
C1679_c0,C1679,case,0,"Devendra Pratap Narain Rai Sharma v State of Uttar Pradesh Supreme Court of India 3 November 1961 Civil Appeal No. 622 of 1960. The Judgment was delivered by : J. C. Shah, J. 1. In 1951 the appellant Devendra Pratap Narain Rai Sharma held the post of ""Inspector Qanungo"" in the Revenue Department of the State of Uttar Pradesh and was selected for the post of Tehsildar on probation. By order dated April 21, 1952, the Collector of Jhansi suspended the appellant and commenced an enquiry against him on certain charges of misdemeanour. In June, 1952, the Collector recommended to the Land Reforms Commission that the appellant be reverted to the post of ""Naib Tehsildar"", but the Commissioner recommended to the State Government that the applicant be dismissed from service. 2. The State Government accepted the recommendation of the Commissioner and dismissed the appellant from service, by order dated September 16, 1953. The appellant then commenced an action (Suit No. 163 of 1954) in the Court of the Civil Judge, Lucknow, challenging the legality of the order of dismissal principally on the ground that he was not afforded the opportunity of defending himself and of showing cause against the action proposed to be taken against him. The Civil Judge dismissed the suit but the decree of the Judge was reversed by the High Court of Civil Judicature at Allahabad. The High Court held that reasonable opportunity was not afforded to the appellant either before the recommendation was made for imposing penalty or before imposing punishment and therefore the appellant was deprived of the protection of Art. 311 of the Constitution. The High Court, accordingly, allowed the appeal, set aside the decree of the Civil Judge and granted a declaration that the order passed by the Government of Uttar Pradesh dated September 16, 1953, purporting to dismiss the appellant was void, inoperative and illegal and the appellant must be deemed to continue in service. 3. The appellant was then by the Government of Uttar Pradesh Notification dated March 30, 1959, reinstated to his original post of Tehsildar. He was posted at Tehsil Puranpur in District Pilibhit and took charge of his office on April 28, 1959. The appellant then applied to the Accountant General of Uttar Pradesh for payment of arrears of salary and allowances due to him. The Accountant General, by letter dated May 18. 1959, informed the appellant that he was ""entitled to draw pay and allowances with effect from April 28, 1959"" and that as regards the arrears of pay and allowances for the period between April 21, 1952, and April 28, 1959, reference had been made to the State Government about the terms and conditions of the appellant's reinstatement and that action would be taken on receipt of instructions in that behalf. 4. The appellant was again suspended by order dated July 11, 1959, issued by the Board of Revenue and was directed to hand over charge to the Naib Tehsildar of Tehsil Puranpur. On July 24, 1959, the Board of Revenue ordered that the salary of the appellant",512,RLC
C1679_c1,C1679,case,1,"in that behalf. 4. The appellant was again suspended by order dated July 11, 1959, issued by the Board of Revenue and was directed to hand over charge to the Naib Tehsildar of Tehsil Puranpur. On July 24, 1959, the Board of Revenue ordered that the salary of the appellant for the period between April 21, 1952, and the date of taking over charge of his duties as Tehsildar on reinstatement will be fixed as follows:- (1) The pay from April 21, 1952 till the date of orders of his dismissal will be limited to the subsistence allowance of Rs. 76/11/-p.m. already drawn by him. (2) The pay for the period from the date following the date of the order of his dismissal till the date of his taking over charge of his duties as Tahsildar on reinstatement will be fixed at Rs. 1/-p.m. as token pay. 5. The appellant was also informed that the period of his dismissal, i.e. April 21, 1952, to the date of his taking over charge of his office as Tehsildar on reinstatement will be treated as ""on duty"", and will count towards pension. 6. The appellant applied on August 25, 1959, to the High Court at Allahabad by a petition under Art. 226 of the Constitution praying for a writ quashing the order directing enquiry into the allegations regarding his work and conduct as Tehsildar at Garautha, District Jhansi and for a direction setting aside the order of suspension dated July 11, 1959, and for a direction permitting the appellant to draw his full salary and allowances with all increments amounting to Rs. 27,238/10/- and for an order to the Accountant General to issue pay slips at the rate of Rs. 325/-p.m. from the date of taking over charge with dearness and house allowances with further increments, if any, falling due in the scale of Rs. 200-10-250-15-400, and for directions to the respondents to issue orders for confirmation of the appellant with effect from April 19, 1953. The appellant claimed that the Government of Uttar Pradesh had no power to reopen the enquiry concluded by the decision of the High Court of Allahabad and that the State was bound to pay him salary with increments and allowances for the period of suspension as if he was on duty during that period. He also claimed that he must be deemed to have been confirmed in the post of a Tehsildar and, therefore, entitled to salary in the grade of Tehsildar. 7. The High Court held that the second enquiry against the appellant directed by the Board of Revenue was not barred by virtue of the previous decision and that the appellant could not be deemed to have been confirmed with effect from April, 1953. The High Court further held that because the appellant had not claimed the salary for the period April 21, 1959, to November 24, 1954, in the Civil Suit filed by him he should be deemed to have relinquished that part of his claim. Regarding the salary for the period November 24, 1954, to",512,RLC
