chunk_id,doc_id,doc_type,chunk_idx,text,word_count,role
C1767_c3,C1767,case,3,"therefore, the State Govt. was perfectly justified in making this reasonable and rational classification. 5. At a later date Dr. D.C. Mehrotra, Director-Principal, Medical College, Rohtak filed affidavit in-opposition on behalf of respondents 1 to 3 which appears to be a carbon copy of the affidavit filed by the Registrar Mr. Guglani. 6. The only question which needs answer is whether reservation of '25 seats for rural areas' for admission to 1982 session in the Medical College attached to the University is constitutionally valid. It must at once be made clear that the respondents did not at all attempt to sustain the reservation under sub-Art. (4) of Art. 15 which enabled the State to make special provision for advancement of any socially and educationally backward classes of citizens or for the scheduled caste and scheduled tribes. The respondents contended that the reservation of 25 seats for candidates coming from rural areas is valid and can be sustained under Art. 14 of the Constitution. Therefore, the question is: whether the classification between the students educated in urban school and common rural schools is based on any intelligible differentia which has a rational nexus to the objects sought to be achieved ? 7. It is well-settled that Art. 14 forbids class legislation but permits reasonable classification in the matter of legislation. In order to sustain the classification permissible under Art. 14, it has to satisfy the twin tests: (1) that the classification is founded on an intelligible differentia which distinguishes persons or things that are grouped together from others left out of the group and (2) the differentia must have a rational relation to the object sought to be achieved by the impugned provision. 8. Does the classification on the basis of candidates coming from rural areas against urban area in the matter of admission to medical college satisfy the twin tests. If the attempt at amplification of the classification resorted to by the respondents is ignored for the time being, the broad classification is that the students coming from rural areas are classified separately for the purpose of admission to the medical college. The reservation is described in the prospectus as: 'Rural areas-25 seats'. If the matter were to rest here, it would have been unnecessary to write this judgment in view of the decision of this Court in State of U.P. v. Pradeep Tandon. In that case the State of U.P. had made reservation for admission to medical college in favour of the candidates from rural, hill and Uttarkhand areas on the ground that the people coming from these areas belonged to socially and educationally backward classes. The reservation was challenged as being violative of Arts. 14 and 15 and not protected by Art. 15(4). The State sought to sustain the classification under Art. 15(4) urging that the object of the classification was the advancement of facility for medical education for candidates coming from reserved areas as the people coming from these areas belonged to socially and educationally backward classes. This contention was accepted in part and negatived in past. Striking down",512,ISSUE
C177_c28,C177,case,28,"loss to the exporter. 81. The competition law in the form of MRTP as it stands today does not contain any provision, which can give it jurisdiction to interfere merely with cartel formation. Formation of cartel which takes place outside India is outside the territorial jurisdiction of the MRTP. The Indian importer obtaining goods at a low price does not contravene any law. He has obtained a good bargain. 82. We need not go into the question whether anti-dumping provisions in the Customs Act can be an effective remedy against such cartelisation. But if the cartel carries out Restrictive Trade Practice in India or it's actions have the effect of a Restrictive Trade Practice being carried out in India, then the MRTP Commission will get jurisdiction to act under S. 37(1) of the MRTP Act. 83. We make it clear that we are expressing no opinion as to whether the appellant is a cartel or on the question of predatory prices for the reason that we are satisfied that here no case had been made out by the respondents for the grant of injunction against the appellant. The injunction issued against the appellant was not only against the provisions of S. 14 of the Act but even on facts as alleged no case had really been made out for any order under Section 12-A or S. 37 of the Act more so when no import of soda ash into India from the appellant had, in fact, taken place. On the other hand, prima facie the allegation of the appellant that it is the respondents which have formed a cartel and do not welcome any competition does merit consideration, perhaps in another case. For the aforesaid reasons this appeals is allowed with costs. Appeals allowed.",294,ISSUE
C1777_c52,C1777,case,52,"16000/- on account of advance rent and brokerage. After some days, Shoaib made call to him and asked to cancel the said rent deal. He has further identified A1 as Iqbal and and A3 as Tahir Jamal. It is to be noted that the witness has specifically stated that A1 and A3 were introduced by A20 as his friends. IN SUCH CASES, TO WHAT EXTENT BURDEN OF PROOF IS ON PROSECUTION? : 79. In the light of the aforesaid evidence led by the prosecution next question for consideration is whether the accused have been rightly convicted. 80. At this stage, we would reiterate submissions of Mr. Sushil Kumar, learned senior counsel for A1 and A4, that A1 Lal Singh was arrested on 16 July 1992 by PW56 in CR 423/92 of Santacruz Police Station but the case was registered prior to his arrest. A1 was interrogated by PW9 at Santacruz Police Station on 22 July 1997 and his statement was also recorded but no FIR was registered. A1 made a confession to PW128 on 12 September 1992 and report u/s. 169 CrPC was submitted on 10 December 1992 in RC 5 but there is no evidence on record of the same. He was never told that his confession may be used against him in TADA Case. Further, confessional statement is not recorded in CR No. 423/92. He has not stated about his visiting Madras Stock Exchange and about his getting the places with the help of A4, where arms were recovered. The submission of learned counsel that A1 has not stated in his confessional statement about his visit at Madras after verification of the said confessional statement, appears to be incorrect because A1 has specifically stated that he along with Ravesh and his friend went to Madras by flight and stayed at different rooms in hotel Woodland. 81. They came back to Bombay on 04 July 1992 by flight. Further, we would state that presuming that there is some irregularity with regard to the recording of FIR it would not vitiate recording of his confessional statement. The report u/s. 169 CrPC submitted in RC5/92 on 10 December 1992 has no bearing on the present case. Further, for this purpose there is evidence of PW56 Shamrav Baburav Jedhe, Sr. P.I. Crime Branch, CID, Greater Bombay, who stated that at the relevant time he was posted as Police Inspector in Anti Terrorist Squad, North Region, Bombay. In the year 1985, there was a bomb blast of Kanishka Air Craft in Canada and Lal Singh was wanted in that case and intelligency had provided photographs and other information of Lal Singh to them. On 15 July 1992, Mr. A. A. Khan, Addl. P.C. directed him to arrest Lal Singh, who was reported to be coming at Dadar Railway Station by Dadar-Amritsar Express on 16 July 1992 at 5.00 a.m. After due preparation, they apprehended Lal Singh outside Dadar Railway Station. Lal Singh told his name as Keshore Kumar. In the presence of two panchas namely Mohd. Imran and Stivan Fransis, he took personal search of",512,ISSUE
C1784_c1,C1784,case,1,"Act was applicable to the State of Bihar and under section 5 of the said Act all immovable properties were liable to a local cess. The local cess was to be assessed under section 6 on the annual value of lands and, until provision to the contrary is made by the parliament on the annual net profits from mines and quarries and from tramways, railways and other immovable property. Accordingly, the cess payable by the company in respect of its immovable properties on which its railways are constructed and operated is to be assessed on the net profits arising out of the said immovable properties and not on the net profits of the entire business of running the railways which the company derived from its railway undertaking. 7. The Additional Collector made the demand for the sum of Rs.9,86,809.33 paise as alleged due on account of cess in respect of the land of the company for the years 1953-54 to 1966-1967 by various notices, although full payment of the rent and cess as agreed upon was made for the relevant period. Demands are not made on the net profits derived from the said lands used by the company for its railways, but are based on the net profits of the entire business of the railway undertaking. The company has filed returns showing the net profits not of the said lands but of its railway business as a whole on the basis of which the aforesaid cess demands had been made. 8. The company filed the suit challenging the demand for the years 1953-54 to 1966-1967 on the basis of the agreement dated 7.8.1953 for restraining the respondents from making any demands in excess of Rs.10,000/-. The suit was dismissed on the sole ground that the State of Bihar did not consent to the agreement between the company and the District Board. 9. The demands for the subsequent years 1967-1968 to 1971- 1972 were challenged in writ petition on the ground that the said demands for cess were based on the net profits of the entire railway undertaking of the company and not on the basis of net profits of the lands used for the said railway undertaking. The High Court in allowing the writ petition and quashing the said notice accepted the ground. The question, therefore, arising in these appeals is whether the appellant is entitled to the same relief in respect of the demands for the earlier years. Since the demands for the earlier years were the subject-matter of the challenge in the suit which was pending, the company had not sought relief of quashing the said demands in the writ petition filed earlier. The Challenge in the suit as stated was only on the basis of the agreement and not on the ground of illegality. The company did not include the demands for the earlier years in the first writ petition. It is, therefore, contended for the respondents that the second writ petition filed after a long lapse of several years had been rightly dismissed by the High Court. It",512,ISSUE
C1784_c2,C1784,case,2,"on the ground of illegality. The company did not include the demands for the earlier years in the first writ petition. It is, therefore, contended for the respondents that the second writ petition filed after a long lapse of several years had been rightly dismissed by the High Court. It is also contended that the demands could not be quashed in the civil suit on the ground now urged. The learned counsel for the respondents, therefore, submitted that these appeals should fail. He also placed reliance on the decision of this Court in Trilok Chand v. H.B. Munshi, [1969] 2 SCR 824 1968 Indlaw SC 75, in support of the judgement of the High Court that the writ petition cannot be entertained after inordinate delay. 10. The appellant's learned counsel referred to the earlier decision of the High Court wherein the Court observed thus :- ""...net profits from the railways must in the context of the Act, be given a restricted meaning and it is the net profit from immovable properties of the railways which is liable to the payment of the local cess. Thus the net profit of the company is referable partly to its ownership of immovable property and partly to its ownership of movable properties. It is only that portion of net profit which is derived from the use of the immovable property of the petitioner Company which is liable to cess. If that be the correct view the present demand contained in Annexures 3 to 7 is not sustainable. Of course, it would be open to the authorities to re-assess the cess in the light of the legal position as explained, and after determining as to what portion of the net income is referable to its ownership of immovable property."" 11. It is accordingly settled that the statutory basis of chargeability under the Cess Act is the immovable property of the company. the appellant's learned counsel maintained that the jurisdiction of the Cess Authorities is, therefore, confined to levy of cess only on the net profits of the company derived from the immovable properties and any different stand would be hit by Article 265 of the Constitution of India. 12. The question thus for consideration is whether the appellant should be deprived of the relief on account of the laches and delay. It is true that the appellant could have even when instituting the suit agitated the question of legality of the demands and claimed relief in respect of the earlier years while challenging the demand for the subsequent years in the writ petition. But the failure to do so by itself in the circumstances of the case, in our opinion, does not disentile the appellant from the remedies open under the law. The demand is per se not based on the net profits of the immovable property, but on the income of the business and is, therefore, without authority. The appellant has offered explanation for not raising the question of legality in the earlier proceedings. It appears that the authorities proceeded under a mistake of law as",512,ISSUE
C1789_c3,C1789,case,3,"the next door neighbour. Notice dated 14.6.74 was also belated and even then, she did not allege any forcible trespass by the defendant, as now stated in the plaint. The suit was filed only on 14.2.1975. The plaintiff should not have kept quiet when the construction was going on if, as alleged in the plaint, she was conscious of the trespass by the defendant. It was contended that inasmuch as the plaintiff stood by when the construction was being made bonafide by the defendant, this Court, in exercise of its discretion under Article 136, which discretion is available even after grant of leave should not interfere and the plaintiff should not be granted possession coupled with a right to have the rooms removed. This Court has also power u/art. 136 to mould the relief and grant compensation. In any event, this Court could invoke Art. 142 of the Constitution of India, in the interests of justice. The points that arise for consideration in the appeal are: (1) Whether the High Court could have interfered with the finding of fact relating to the genuineness of the agreement of sale deed dated 10.2.1962 and that too without framing a substantial question of law? (2) Whether the discretionary power available to this Court at the time of grant of special leave continues with the Court even after grant of special leave and when the appeal is being heard on merits and whether, this Court could declare the law and yet not interfere or could mould the relief? Or whether, once the law is declared, this Court is bound to grant possession and the mandatory injunction? (3) Whether it is necessary to invoke the powers of this Court under Article 142? (4) To what relief? Point 1: 9. At the outset, it must be stated that the High Court erred in not framing a substantial question of law as required by s. 100 CPC. In view of the Judgments of this Court in Kshitish Chandra Purkait vs. Santosh Kumar Purkait & Others [1997 (5) SCC 438] 1997 Indlaw SC 1531 and Sheel Chand vs. Prakash Chand [1998 (6) SCC 683] 1998 Indlaw SC 868 the High Court should have framed a substantial question of law and then only disposed of the Second Appeal. Again it could not have interfered with pure finding of fact. We have earlier set out the basis of the finding of the appellate court in this behalf. The finding is based upon a rejection of the oral evidence adduced in the case. It is true that one of the reasons given by the first appellate Court namely that the agreement of 1962 contained a reference to the plaintiff's name (who came into the picture only in 1966) is not factually correct and the High Court was right in pointing out this error. But the finding of the first appellate Court is not based only on the sad fact. The finding was based on the rejection of the evidence of the attestor of the agreement and the evidence of the defendant in relation",512,ISSUE
C1795_c0,C1795,case,0,"Devilal Modi, Proprietor, Messrs Daluram Pannalal Modi v Sales Tax Officer, Ratlam and Others Supreme Court of India 7 October 1964 CIVIL APPELLATE JURISDICTION : Civil Appeal No. 249 of 1964. Appeal by special leave from the judgment and order dated April 29, 1963, of the Madhya Pradesh High Court in Misc.Petition No. 129 of 1963. The Judgment was delivered by : P. B. Gajendragadkar, J. 1. The short question which this appeal raises for our decision is whether the principle of constructive res judicata can be invoked against a writ petition filed by the appellant Devilal Modi, who is the Proprietor of M/s. Daluram Pannalal Modi, under Art. 226 of the Constitution. The appellant has been assessed to sales- tax for the year 1957-58 under the Madhya Bharat Sales Tax Act, 1950. He challenged the validity of the said order of assessment by a writ petition filed by him (No. 114/1961) in the High Court of Madhya Pradesh on the 25th April, 1961. The High Court dismissed his writ petition and by special leave, the appellant came to this Court in appeal against the said decision of the High Court. On the 8th March, 1963, the appellant's appeal by special leave was dismissed by this Court. 2. Thereafter, the appellant filed the present writ petition in the same High Court on the 23rd April, 1963 (No. 129/1963). By this writ petition the appellant challenges the validity of the same order of assessment. The High Court has considered the merits of the additional grounds urged by the appellant on this occasion and has rejected them. In the result, this second writ petition filed by the appellant has been dismissed by the High Court on the 29th April, 1963. It is against this decision that the appellant has come to this Court by special leave; and that raises the question as to whether it is open to the appellant to challenge the validity of the same order of assessment twice by two consecutive writ petitions under Art. 226. 3. It appears that the Madhya Bharat Sales Tax Act, 1950, under which the impugned order of assessment against the appellant to pay sales-tax for the year 1957-58 has been passed, was repealed by the Madhya Pradesh General Sales Tax Act, 1958 on the 1st April, 1959. It was on the 31st December, 1960 that a notice was issued to the appellant by the Assistant Commissioner of Sales Tax under the 1958 Act. This notice recited that the Assistant Commissioner was satisfied that the appellant's sales during the period from 1-4-1957 to 31- 3-1958 had escaped assessment and thereby the appellant had rendered himself liable to be reassessed under s. 19(1) of the Act. Pursuant to this notice, fresh assessment proceedings were started against the appellant in respect of the sales in the year 1957-58, and as a result of the said proceedings, an order was passed on the 31st March, 1961, imposing an additional tax on the appellant to the extent of Rs. 31,250 for the year in question and a penalty of Rs.",512,ISSUE
C1802_c2,C1802,case,2,"and A-2 resulted in the fracture of the skull which led to his death. A-1 and A-2 cannot be absolved of their liability u/s. 302 read with S. 34 IPC. So far as A-3 and A-4 are concerned, it is consistent evidence that they caught hold of the deceased so as to disable him from defending himself, and this facilitated the commission of the offence. They have been rightly convicted with the aid of S. 109. According to him they should also be held guilty of the offence u/s. 302 read with S. 109 IPC because they abetted the commission of the murder. This argument is based on the assumption that the common intention, which motivated the appellants, was to commit the murder of the deceased. 10. The medical evidence on record discloses the following injuries found on the person of the deceased by the doctor who performed the post-mortem examination: ""7. Contusion 20 cm x 10 cm right shoulder. 2. Abrasion 1 cm x 1/2 cm right elbow. 3. Multiple abrasions 2, 3,4 fingers right hand. 4. Contusion 156 cm x 5 cm centre of scalp with lacerated injury 3 cm x 1/2 cm x 1/2 cm. 5. Contusion 17 cm x 9 cm right-side face and scalp. 6. Extravasation of black clotted blood 150 ml below the skin of scalp and just above skull bone. 7. Parietal and temporal bones right side extending to interior right black blood 15 ml seen over the dura mater. 8. Subdural haemorrhage (black) 300 ml seen over the brain right side. 9. Laceration of right parietal lobe of brain 2 cm x 1/2 cm x 1/2 cm with blood clots and bleeding inside the brain. 10. Stomach contains 150 ml of brownish liquid. Heart empty. Liver spleen lung congested. No fracture of ribs, spine or pelvis."" 11. According to the doctor (PW 11) who conducted the post-mortem examination, Injuries 4, 5 and 6 were external injuries while Injuries 7, 8 and 9 were the corresponding internal injuries. Apart from these the only other injuries found were contusion on right shoulder and abrasion on the right elbow and multiple abrasion on the fingers of the right hand. There are no injuries on the chest, back, legs or the knees of the deceased. Injuries 4, 5 and 6 are on the scalp which resulted in fracture on the skull. 12. The first question is whether the appellants shared a common intention to commit an offence and if so, what offence. Counsel for the appellants submits that having regard to the disputes between the villagers of the two villages, the only intention of the appellants would have been to teach the deceased a lesson for reporting the matters now and then to the authorities which could be amicably settled in the Panchayat. With this in mind they had gone to beat him up. At best they could have anticipated that grievous hurt may be caused to the deceased. They did not carry any dangerous weapons such as firearm or sharp-cutting weapon, and this itself indicates that they",512,ISSUE
C1803_c5,C1803,case,5,"soon before her death she was subjected to cruelty or harassment by her husband or any relatives of her husband for, or in connection with any demand for dowry. In order to attract application of Section 304-B IPC, the essential ingredients are as follows: (i) The death of a woman should be caused by burns or bodily injury or otherwise than under a normal circumstance. (ii) Such a death should have occurred within seven years of her marriage. (iii) She must have been subjected to cruelty or harassment by her husband or any relative of her husband. (iv) Such cruelty or harassment should be for or in connection with demand of dowry. (v) Such cruelty or harassment is shown to have been meted out to the woman soon before her death. 17. Section 113-B of the Evidence Act is also relevant for the case at hand. Both Section 304-B IPC and Section 113-B of the Evidence Act were inserted as noted earlier by Dowry Prohibition (Amendment) Act 43 of 1986 with a view to combat the increasing menace of dowry deaths. Section 113- B reads as follows: ""113-B. Presumption as to dowry death.--When the question is whether a person has committed the dowry death of a woman and it is shown that soon before her death such woman had been subjected by such person to cruelty or harassment for, or in connection with, any demand for dowry, the court shall presume that such person had caused the dowry death. Explanation.--For the purposes of this section, 'dowry death' shall have the same meaning as in Section 304-B of the Indian Penal Code (45 of 1860)."" 18. The necessity for insertion of the two provisions has been amply analysed by the Law Commission of India in its Twenty-first Report dated 10-8-1988 on ""Dowry Deaths and Law Reform"". Keeping in view the impediment in the pre-existing law in securing evidence to prove dowry- related deaths, the legislature thought it wise to insert a provision relating to presumption of dowry death on proof of certain essentials. It is in this background that presumptive Section 113-B in the Evidence Act has been inserted. As per the definition of ""dowry death"" in Section 304-B IPC and the wording in the presumptive Section 113-B of the Evidence Act, one of the essential ingredients, amongst others, in both the provisions is that the woman concerned must have been ""soon before her death"" subjected to cruelty or harassment ""for or in connection with the demand for dowry"". Presumption under Section 113-B is a presumption of law. On proof of the essentials mentioned therein, it becomes obligatory on the court to raise a presumption that the accused caused the dowry death. The presumption shall be raised only on proof of the following essentials: (1) The question before the court must be whether the accused has committed the dowry death of a woman. (This means that the presumption can be raised only if the accused is being tried for the offence under Section 304-B IPC.) (2) The woman was subjected to cruelty or",512,ISSUE
C1803_c6,C1803,case,6,"essentials: (1) The question before the court must be whether the accused has committed the dowry death of a woman. (This means that the presumption can be raised only if the accused is being tried for the offence under Section 304-B IPC.) (2) The woman was subjected to cruelty or harassment by her husband or his relatives. (3) Such cruelty or harassment was for, or in connection with any demand for dowry. (4) Such cruelty or harassment was soon before her death. 19. A conjoint reading of Section 113-B of the Evidence Act and Section 304-B IPC shows that there must be material to show that soon before her death the victim was subjected to cruelty or harassment. The prosecution has to rule out the possibility of a natural or accidental death so as to bring it within the purview of the ""death occurring otherwise than in normal circumstances"". The expression ""soon before"" is very relevant where Section 113-B of the Evidence Act and Section 304-B IPC are pressed into service. The prosecution is obliged to show that soon before the occurrence there was cruelty or harassment and only in that case presumption operates. 20. Evidence in that regard has to be led in by the prosecution. ""Soon before"" is a relative term and it would depend upon the circumstances of each case and no straitjacket formula can be laid down as to what would constitute a period of soon before the occurrence. It would be hazardous to indicate any fixed period, and that brings in the importance of a proximity test both for the proof of an offence of dowry death as well as for raising a presumption under Section 113-B of the Evidence Act. The expression ""soon before her death"" used in the substantive Section 304-B IPC and Section 113-B of the Evidence Act is present with the idea of proximity test. No definite period has been indicated and the expression ""soon before"" is not defined. A reference to the expression ""soon before"" used in Section 114 Illustration (a) of the Evidence Act is relevant. It lays down that a court may presume that a man who is in the possession of goods soon after the theft, is either the thief who has received the goods knowing them to be stolen, unless he can account for his possession. The determination of the period which can come within the term ""soon before"" is left to be determined by the courts, depending upon facts and circumstances of each case. Suffice, however, to indicate that the expression ""soon before"" would normally imply that the interval should not be much between the cruelty or harassment concerned and the death in question. There must be existence of a proximate and live link between the effect of cruelty based on dowry demand and the death concerned. If the alleged incident of cruelty is remote in time and has become stale enough not to disturb the mental equilibrium of the woman concerned, it would be of no consequence."" 21. The High Court's judgment is not only sketchy",512,ISSUE
C1805_c2,C1805,case,2,"Dr. Anil Jinturkar (PW-5), in his disposition has stated before the Trial Court that the injuries had been caused within 6 to 12 hours before the post mortem and in his cross examination, he specifically denied the suggestion that injuries 1 and 2 were possible my means of fall over the knife or during the scuffle. It was contended that this evidence clearly supports the findings recorded by the Trial Court that Asaram died homicidal death on account of the injuries sustained by him by means of a sharp weapon like a knife. The cause of death as described by the doctor was hemorrhagic shock due to stab injury over the chest and abdomen involving liver and lung. It is further contended by the prosecution that during the cross examination of PW-3, he has stated that there was no rain during the night of the incident (alleged rape). He also denied that Asaram had taken out the knife and assaulted the accused no.1. The evidence of PW-4 and PW-5 further supported the description of the incident as narrated by PW-3. 9. Further, as contended by the prosecution that the High Court has rightly held that the defence plea raised by the accused no.1 has been falsified by the ocular evidence of PW-2, PW-3 and PW-4. The evidence of the three eyewitnesses is not impaired in any manner and the accused no.2 had contradicted her statement made in the complaint. The accused-appellant No. 2 by holding the genitals of the deceased had virtually disarmed him, giving accused-appellant No. 1 the opportunity to catch hold of his collar and inflict him with blows with the knife. Hence, it was a premeditated act to attack the deceased. The High Court has further held that the requirements in the Exception 4 of S. 300 IPC are not attracted in the present case as held by this Court in the case of Surinder Kumar v. Union Territory of Chandigarh, (1989) 2 SCC 217 1989 Indlaw SC 676. The High Court further held that the common intention of the accused was shared and developed by them right in their house. The possession of the deadly weapon by accused no. 1 and the injuries inflicted on the deceased that were caused on his vital parts were attributed to accused no.1. 10. On the basis of the aforesaid rival legal contentions, evidence of the prosecution witnesses on record and the reasoning taken by the courts below, the following points would arise for consideration of this Court: 1. Whether the death of Asaram was homicidal in the light of the evidence produced by Prosecution Witnesses? 2. Whether the appellants in furtherance of their common intention, to take revenge of the alleged rape on accused No. 2, murdered Asaram and whether the accused are entitled to the benefit under Exception 4 of Section 300, IPC? 3. What order? Answer to Point No.1: 11. The prosecution has relied on the evidence of PW-5, Dr. Jinturkar, who examined and conducted the post-mortem of Asaram's body. In his deposition before the Trial Court, PW-5 stated",512,ISSUE
C1805_c4,C1805,case,4,"the cause of death was heamorrhagic shock due to stab injuries on chest and abdomen involving liver and right lung and accordingly he issued post-mortem notes at Exh.32. he also issued provisional death certificate at Exh.33. Further, PW-5 has categorically denied the suggestions that injuries 1 and 2 were possible by means of fall over the knife or in scuffle or self inflicted."" In Black's Law Dictionary, Abridged 6th Edition, 1991 at page 819, it is stated that: ""Preponderance of evidence is evidence which is of greater weight or more convincing than the evidence which is offered in opposition to it; i.e. evidence which as a whole shows that the fact sought to be proved is more probable than not."" Thus, it is stated that the medical evidence acts as a check upon the testimony of eye witnesses and also as independent evidence in so far as it establishes facts, example, nature and grievousness of the injuries suffered by the deceased. Therefore, the above mentioned findings of PW-5 clearly supports the findings recorded by the Trial Court that the death of Asaram was homicidal on account of the injuries sustained by him by means of a sharp weapon like knife on 28.08.1993. Answer to Point Nos.2 & 3 : 12. Now we have to examine whether the appellant in furtherance of their common intention, to take revenge of the alleged rape on accused No. 2, murdered Asaram. For this purpose the prosecution has relied on the following evidence: 1. Direct evidence of PW-2 Kisan, PW-3 Pandurang and PW-4 prahlad. 2. Dying declaration of the deceased Asaram at Exb.40 3. Evidence of Accused No.2 and circumstantial evidence on record. Black's Law Dictionary, Abridged 6th Edition, 1991 at page 819 further states that: ""A person, who deposes before the Court a fact which he states he saw, must either speak truly or must have invented the story. Test of Proof is the test of probabilities upon which a prudent man may base his opinion."" Adverting to the ocular evidence of PW-2, who along with complainant Madhavrao was sitting in front of their drawing room, heard the shout of deceased Asaram and rushed to the said place of incidence and found that the accused no.2 had caught hold of the genitals of the deceased while accused no. 1 had caught hold of the collar of the deceased. PW-2 further disclosed that the accused no.1 had a knife in his hand and he inflicted 2 knife blows into the chest and stomach of Asaram, who fell on the ground and the accused no. 1 and 2, went away. The testimony of PW-2 is fully corroborated with the testimony of PW- 3, which was further corroborated by the testimony of PW-4, who had also stated the same version as deposed by PW-2 and PW-3. 13. Thus, the evidence on record led by the prosecution eyewitnesses is sufficient to show that the accused nos. 1 and 2 are the persons, who caused injuries on the vital parts of the body of the deceased. 14. After hearing the learned",512,ISSUE
C1809_c1,C1809,case,1,"October 1971 to April 1978 as Resident Medical Officer against the Supernumerary post in the Department of Paediatrics cannot be hold that the said Government Circular dated 7.9.1973 cannot b e held to be violative of Articles 14 and 16 of the Constitution. When it was pointed out on behalf of the appellant that the Supreme Court h as disposed of a similar matter in a case of Dr. Ram Janma Singh 1986 (Supp.) Supreme Court Cases 6731986 Indlaw SC 730, and has directed that the judgment of the Supreme Court in Dr. Asim Kumar Bose's case 1983 (2) Supreme Court Reports 161982 Indlaw SC 153, should be followed, the learned Judge of Patna High Court examined the judgment in Dr. Ram Janma Singh's case and came to hold than the relevant Government Circular dated 7.9.1973, had not been brought to the notice of Their Lordships in Ram Janma Singh's case. To find out whether in Dr. Ram Janma Singh's case the Government Circular was actually brought to the notice of the Court or not we called for the records of the said proceedings and on scrutiny we fins that the said Circular has not been brought on record. With these findings the Writ Petition having been dismissed the appellant has preferred this appeal. 4. The short question that arises for consideration is whether the services rendered by the appellant as Resident Medical Officer in the Department of Paediatrics for the period 19.10.1971 till 21.4.1978 can all be counted as the teaching experience of the appellant? The answer to this question would depend upon the relevant Rules and/or Administrative instructions issued by the Government of Bihar dealing with the service conditions of the doctors in different Collages and their interpretation. As it appears to us that at the relevant point of time there was no Statutory Rule issued under Proviso to Article 309 of the Constitution or any Act of the Legislature governing the service conditions of the doctors employed in Medical Colleges. In the absence of any statutory rule it was open for the State Government to regulate service conditions by issuing relevant administrative instructions. The Government Order dated 7.9 1973 is one such instruction dealing with the question of teaching experience of the doctors appointed against different posts in the Medical Colleges. The relevant part of the said Government Order has been extracted in the impugned judgement of the High Court. 5. That order clearly indicates that after 24.11.1971 no order for grant of teaching experience to any officer who has not worked on a regular teaching post will be passed. Mr, Saran, learned counsel appearing for the appellant had been appointed as a Resident Medical Officer prior to 24.11.1971, namely, on 16.10.1971, has case will not be governed by the latter part of the Notification which prohibits for an order for grant of teaching experience to any officer who has bot worked on a regular teaching post. According to the learned counsel the appellant's case would be covered by the first part of the Notification itself and, therefore, High",512,ISSUE
C1810_c2,C1810,case,2,"appellant and his party arrived and during the course of the second incident. This cannot be gainsaid. That the appellant inflicted the injury on Mansa Ram In the heat of passion and upon a sudden quarrel can not also be doubted. The only other matter for consideration is whether the appellant had taken undue advantage and acted in a cruel or unusual manner in inflicting the injury on Mansa Ram. 9. From the deposition of Dr. Randhwa (P.W. 2) it is clear that the appellant himself had received injuries which are of a minor nature but the other accused had received incited wounds which could have been caused only by sharp edged weapons. In these circumstances, there can be no. doubt, as is clear from the testimony of witnesses, that the deceased's party was also armed with dangerous weapons, and when two such contending parties, each armed with sharp edged weapons, clashed and in the course of a free fight some injuries were inflicted on one party or the other, it cannot be said that either of them acted in a cruel or unusual manner. It would be otherwise if the deceased and his party were unarmed or armed with weapons which were not lethal or dangerous and the accused's party used sharp weapons. In that case the accused must be deemed to have acted in a cruel or unusual manner. The elements of such action are absent in the present case. 10. On the findings arrived at by the learned judges of the High Court the case against the appellant clearly falls within Exception 4 of s. 300 of the Indian Penal Code. 11. It is then urged by Mr. Jindra Lal that no. such point was taken by the defence before the learned Judges in High Court; but in a case where the question for decision is the nature of the offence deducible from proved facts, the matter is one of pure law and even if there has been no. elucidation of the point with clarity in the courts below, this court is not precluded from giving a decision as to the exact nature of the offence proved on a scrutiny of the findings. In our opinion, on the findings of the learned Judges of the High Court the appellant cannot be held guilty u/s. 302 of the Indian Penal Code. He is entitled to rely upon Exception 4 which reduces the offence to one u/s. 304 of the Indian Penal Code. 12. The next question is which of the Paragraphs of section 304, Indian Penal Code, is applicable. It seems to us that at the time the appellant caused the injury, he did it with the intention of causing death or such bodily injury as was likely to cause death and, therefore, the offence is one under Part I of s. 304 of the Indian Penal Code. 13. In the result the conviction u/s. 302 of the Indian Penal Code is act aside but the appellant is convicted under section 304, Part I, of the Indian Penal Code and",512,ISSUE
