doc_id,chunk_id,text,word_count,section,is_section_start,label
doc_00002,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00002,5,order: ANALYSIS,2,order,True,1
doc_00002,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00003,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1003 of 2015 BEFORE: Justice Indira Banerjee",17,PREAMBLE,True,1
doc_00003,1,FACTS: FACTS,2,FACTS,True,1
doc_00003,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Rape. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",39,SUBMISSIONS,True,1
doc_00003,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00003,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00003,5,order: ANALYSIS,2,order,True,1
doc_00003,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00004,0,"PREAMBLE: IN THE DELHI HIGH COURT
Criminal Appeal No. 1004 of 2011 BEFORE: Justice Indira Banerjee",16,PREAMBLE,True,1
doc_00004,1,FACTS: FACTS,2,FACTS,True,1
doc_00004,2,"SUBMISSIONS: :
The appellant was convicted under Section 307 IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Delhi High Court.",39,SUBMISSIONS,True,1
doc_00004,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00004,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00004,5,order: ANALYSIS,2,order,True,1
doc_00004,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00005,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1005 of 2016 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00005,1,FACTS: FACTS,2,FACTS,True,0
doc_00005,2,"SUBMISSIONS: :
The appellant was convicted under Section 302 IPC for the offence of Criminal Intimidation. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",39,SUBMISSIONS,True,0
doc_00005,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00005,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00005,5,order: ANALYSIS,2,order,True,0
doc_00005,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00006,0,"PREAMBLE: IN THE PUNJAB AND HARYANA HIGH COURT
Criminal Appeal No. 1006 of 2021 BEFORE: Justice N.V. Ramana",18,PREAMBLE,True,0
doc_00006,1,FACTS: FACTS,2,FACTS,True,0
doc_00006,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Punjab and Haryana High Court.",41,SUBMISSIONS,True,0
doc_00006,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00006,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00006,5,order: ANALYSIS,2,order,True,0
doc_00006,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00007,0,"PREAMBLE: IN THE DELHI HIGH COURT
Criminal Appeal No. 1007 of 2016 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,1
doc_00007,1,FACTS: FACTS,2,FACTS,True,1
doc_00007,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Fraud. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Delhi High Court.",38,SUBMISSIONS,True,1
doc_00007,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00007,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00007,5,order: ANALYSIS,2,order,True,1
doc_00007,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00008,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1008 of 2013 BEFORE: Justice S.K. Kaul",16,PREAMBLE,True,1
doc_00008,1,FACTS: FACTS,2,FACTS,True,1
doc_00008,2,"SUBMISSIONS: :
The appellant was convicted under Section 307 IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",40,SUBMISSIONS,True,1
doc_00008,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00008,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00008,5,order: ANALYSIS,2,order,True,1
doc_00008,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00009,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1009 of 2012 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,1
doc_00009,1,FACTS: FACTS,2,FACTS,True,1
doc_00009,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Criminal Intimidation. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",39,SUBMISSIONS,True,1
doc_00009,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00009,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00009,5,order: ANALYSIS,2,order,True,1
doc_00009,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00010,0,"PREAMBLE: IN THE MADRAS HIGH COURT
Criminal Appeal No. 1010 of 2013 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00010,1,FACTS: FACTS,2,FACTS,True,0
doc_00010,2,"SUBMISSIONS: :
The appellant was convicted under Section 506 IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Madras High Court.",40,SUBMISSIONS,True,0
doc_00010,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00010,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00010,5,order: ANALYSIS,2,order,True,0
doc_00010,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00011,0,"PREAMBLE: IN THE MADRAS HIGH COURT
Criminal Appeal No. 1011 of 2013 BEFORE: Justice S.K. Kaul",16,PREAMBLE,True,1
doc_00011,1,FACTS: FACTS,2,FACTS,True,1
doc_00011,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Madras High Court.",39,SUBMISSIONS,True,1
doc_00011,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00011,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00011,5,order: ANALYSIS,2,order,True,1
doc_00011,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00012,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1012 of 2013 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,1
doc_00012,1,FACTS: FACTS,2,FACTS,True,1
doc_00012,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Domestic Violence. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",39,SUBMISSIONS,True,1
doc_00012,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00012,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00012,5,order: ANALYSIS,2,order,True,1
doc_00012,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00013,0,"PREAMBLE: IN THE KARNATAKA HIGH COURT
Criminal Appeal No. 1013 of 2012 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,1
doc_00013,1,FACTS: FACTS,2,FACTS,True,1
doc_00013,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Karnataka High Court.",40,SUBMISSIONS,True,1
doc_00013,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00013,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00013,5,order: ANALYSIS,2,order,True,1
doc_00013,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00014,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1014 of 2019 BEFORE: Justice Indira Banerjee",16,PREAMBLE,True,0
doc_00014,1,FACTS: FACTS,2,FACTS,True,0
doc_00014,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Rape. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",38,SUBMISSIONS,True,0
doc_00014,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00014,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00014,5,order: ANALYSIS,2,order,True,0
doc_00014,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00015,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1015 of 2020 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00015,1,FACTS: FACTS,2,FACTS,True,0
doc_00015,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Criminal Intimidation. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",39,SUBMISSIONS,True,0
doc_00015,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00015,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00015,5,order: ANALYSIS,2,order,True,0
doc_00015,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00016,0,"PREAMBLE: IN THE PUNJAB AND HARYANA HIGH COURT
Criminal Appeal No. 1016 of 2016 BEFORE: Justice S.K. Kaul",18,PREAMBLE,True,0
doc_00016,1,FACTS: FACTS,2,FACTS,True,0
doc_00016,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Punjab and Haryana High Court.",41,SUBMISSIONS,True,0
doc_00016,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00016,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00016,5,order: ANALYSIS,2,order,True,0
doc_00016,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00017,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1017 of 2023 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,1
doc_00017,1,FACTS: FACTS,2,FACTS,True,1
doc_00017,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Criminal Intimidation. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",39,SUBMISSIONS,True,1
doc_00017,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00017,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00017,5,order: ANALYSIS,2,order,True,1
doc_00017,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00018,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1018 of 2018 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,0
doc_00018,1,FACTS: FACTS,2,FACTS,True,0
doc_00018,2,"SUBMISSIONS: :
The appellant was convicted under Section 420 IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",40,SUBMISSIONS,True,0
doc_00018,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00018,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00018,5,order: ANALYSIS,2,order,True,0
doc_00018,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00019,0,"PREAMBLE: IN THE DELHI HIGH COURT
Criminal Appeal No. 1019 of 2013 BEFORE: Justice S.K. Kaul",16,PREAMBLE,True,0
doc_00019,1,FACTS: FACTS,2,FACTS,True,0
doc_00019,2,"SUBMISSIONS: :
The appellant was convicted under Section 302 IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Delhi High Court.",40,SUBMISSIONS,True,0
doc_00019,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00019,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00019,5,order: ANALYSIS,2,order,True,0
doc_00019,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00020,0,"PREAMBLE: IN THE DELHI HIGH COURT
Criminal Appeal No. 1020 of 2022 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00020,1,FACTS: FACTS,2,FACTS,True,0
doc_00020,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Dacoity. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Delhi High Court.",38,SUBMISSIONS,True,0
doc_00020,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00020,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00020,5,order: ANALYSIS,2,order,True,0
doc_00020,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00021,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1021 of 2023 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,1
doc_00021,1,FACTS: FACTS,2,FACTS,True,1
doc_00021,2,"SUBMISSIONS: :
The appellant was convicted under Section 506 IPC for the offence of Domestic Violence. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",39,SUBMISSIONS,True,1
doc_00021,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00021,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00021,5,order: ANALYSIS,2,order,True,1
doc_00021,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00022,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1022 of 2017 BEFORE: Justice S.K. Kaul",16,PREAMBLE,True,1
doc_00022,1,FACTS: FACTS,2,FACTS,True,1
doc_00022,2,"SUBMISSIONS: :
The appellant was convicted under Section 420 IPC for the offence of Robbery. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",38,SUBMISSIONS,True,1
doc_00022,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00022,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00022,5,order: ANALYSIS,2,order,True,1
doc_00022,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00023,0,"PREAMBLE: IN THE PUNJAB AND HARYANA HIGH COURT
Criminal Appeal No. 1023 of 2018 BEFORE: Justice A.M. Khanwilkar",18,PREAMBLE,True,0
doc_00023,1,FACTS: FACTS,2,FACTS,True,0
doc_00023,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Punjab and Haryana High Court.",40,SUBMISSIONS,True,0
doc_00023,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00023,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00023,5,order: ANALYSIS,2,order,True,0
doc_00023,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00024,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1024 of 2010 BEFORE: Justice D.Y. Chandrachud",17,PREAMBLE,True,1
doc_00024,1,FACTS: FACTS,2,FACTS,True,1
doc_00024,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Fraud. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",39,SUBMISSIONS,True,1
doc_00024,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00024,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00024,5,order: ANALYSIS,2,order,True,1
doc_00024,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00025,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1025 of 2012 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,1
doc_00025,1,FACTS: FACTS,2,FACTS,True,1
doc_00025,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Fraud. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",38,SUBMISSIONS,True,1
doc_00025,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00025,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00025,5,order: ANALYSIS,2,order,True,1
doc_00025,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00026,0,"PREAMBLE: IN THE MADRAS HIGH COURT
Criminal Appeal No. 1026 of 2020 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,1
doc_00026,1,FACTS: FACTS,2,FACTS,True,1
doc_00026,2,"SUBMISSIONS: :
The appellant was convicted under Section 392 IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Madras High Court.",39,SUBMISSIONS,True,1
doc_00026,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00026,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00026,5,order: ANALYSIS,2,order,True,1
doc_00026,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00027,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1027 of 2016 BEFORE: Justice D.Y. Chandrachud",17,PREAMBLE,True,1
doc_00027,1,FACTS: FACTS,2,FACTS,True,1
doc_00027,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",40,SUBMISSIONS,True,1
doc_00027,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00027,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00027,5,order: ANALYSIS,2,order,True,1
doc_00027,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00028,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1028 of 2012 BEFORE: Justice Indira Banerjee",16,PREAMBLE,True,1
doc_00028,1,FACTS: FACTS,2,FACTS,True,1
doc_00028,2,"SUBMISSIONS: :
The appellant was convicted under Section 420 IPC for the offence of Rape. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",38,SUBMISSIONS,True,1
doc_00028,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00028,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00028,5,order: ANALYSIS,2,order,True,1
doc_00028,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00029,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1029 of 2010 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00029,1,FACTS: FACTS,2,FACTS,True,0
doc_00029,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Criminal Intimidation. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",39,SUBMISSIONS,True,0
doc_00029,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00029,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00029,5,order: ANALYSIS,2,order,True,0
doc_00029,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00030,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1030 of 2017 BEFORE: Justice Indira Banerjee",16,PREAMBLE,True,0
doc_00030,1,FACTS: FACTS,2,FACTS,True,0
doc_00030,2,"SUBMISSIONS: :
The appellant was convicted under Section 420 IPC for the offence of Robbery. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",38,SUBMISSIONS,True,0
doc_00030,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00030,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00030,5,order: ANALYSIS,2,order,True,0
doc_00030,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00031,0,"PREAMBLE: IN THE KARNATAKA HIGH COURT
Criminal Appeal No. 1031 of 2014 BEFORE: Justice Indira Banerjee",16,PREAMBLE,True,1
doc_00031,1,FACTS: FACTS,2,FACTS,True,1
doc_00031,2,"SUBMISSIONS: :
The appellant was convicted under Section 376 IPC for the offence of Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Karnataka High Court.",38,SUBMISSIONS,True,1
doc_00031,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00031,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00031,5,order: ANALYSIS,2,order,True,1
doc_00031,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00032,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1032 of 2014 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,0
doc_00032,1,FACTS: FACTS,2,FACTS,True,0
doc_00032,2,"SUBMISSIONS: :
The appellant was convicted under Section 506 IPC for the offence of Rape. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",38,SUBMISSIONS,True,0
doc_00032,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
